id,monto_de_recuperacion_esperado,monto_de_recuperacion_real,estrategia_de_recuperacion,edad,sexo
1246,3035,4996.909904,Nivel 3 de Recuperacion,50,Masculino
1854,3046,4592.696176,Nivel 3 de Recuperacion,28,Masculino
547,3051,6791.965089,Nivel 3 de Recuperacion,43,Femenino
659,3053,7264.260246,Nivel 3 de Recuperacion,42,Femenino
1645,3053,8292.163111,Nivel 3 de Recuperacion,24,Femenino
81,3057,3727.165279,Nivel 3 de Recuperacion,41,Femenino
276,3061,4440.961914,Nivel 3 de Recuperacion,35,Femenino
149,3064,3484.008099,Nivel 3 de Recuperacion,29,Masculino
1662,3064,3473.334139,Nivel 3 de Recuperacion,48,Femenino
746,3067,9619.672798,Nivel 3 de Recuperacion,38,Masculino
1046,3067,4175.930946,Nivel 3 de Recuperacion,49,Femenino
477,3068,4939.948138,Nivel 3 de Recuperacion,47,Masculino
990,3071,4325.565009,Nivel 3 de Recuperacion,48,Masculino
1064,3079,6377.672294,Nivel 3 de Recuperacion,49,Masculino
1603,3084,4737.821683,Nivel 3 de Recuperacion,46,Masculino
721,3094,3765.917276,Nivel 3 de Recuperacion,49,Femenino
1134,3102,4626.360885,Nivel 3 de Recuperacion,34,Femenino
1388,3111,5849.19191,Nivel 3 de Recuperacion,37,Masculino
705,3114,3123.755479,Nivel 3 de Recuperacion,38,Femenino
1825,3120,3426.190058,Nivel 3 de Recuperacion,50,Masculino
1147,3122,5089.60726,Nivel 3 de Recuperacion,45,Masculino
836,3125,3603.950991,Nivel 3 de Recuperacion,48,Femenino
397,3127,6387.374121,Nivel 3 de Recuperacion,54,Femenino
158,3129,2935.945344,Nivel 3 de Recuperacion,49,Femenino
1959,3129,3511.117693,Nivel 3 de Recuperacion,45,Masculino
97,3130,4504.164827,Nivel 3 de Recuperacion,53,Masculino
1435,3138,4142.108007,Nivel 3 de Recuperacion,46,Masculino
72,3142,2864.531975,Nivel 3 de Recuperacion,32,Masculino
620,3142,5562.009821,Nivel 3 de Recuperacion,35,Masculino
757,3145,4649.374204,Nivel 3 de Recuperacion,39,Femenino
1795,3146,4172.556354,Nivel 3 de Recuperacion,25,Masculino
343,3148,4441.612073,Nivel 3 de Recuperacion,39,Femenino
82,3149,4134.77969,Nivel 3 de Recuperacion,53,Masculino
701,3149,3951.006404,Nivel 3 de Recuperacion,40,Masculino
444,3151,3856.766069,Nivel 3 de Recuperacion,43,Femenino
529,3155,4811.161772,Nivel 3 de Recuperacion,60,Femenino
1417,3164,4127.67382,Nivel 3 de Recuperacion,39,Femenino
432,3172,5935.855278,Nivel 3 de Recuperacion,40,Masculino
794,3175,4435.930126,Nivel 3 de Recuperacion,45,Masculino
350,3181,2278.300853,Nivel 3 de Recuperacion,54,Masculino
1555,3185,4104.029882,Nivel 3 de Recuperacion,46,Masculino
267,3190,3650.276533,Nivel 3 de Recuperacion,54,Masculino
632,3190,4040.41555,Nivel 3 de Recuperacion,34,Masculino
1040,3192,5214.255827,Nivel 3 de Recuperacion,32,Masculino
244,3195,3682.57374,Nivel 3 de Recuperacion,49,Femenino
68,3207,4568.452896,Nivel 3 de Recuperacion,46,Masculino
1656,3209,5775.980526,Nivel 3 de Recuperacion,41,Masculino
1803,3213,3582.478291,Nivel 3 de Recuperacion,37,Femenino
1575,3215,5478.924467,Nivel 3 de Recuperacion,42,Masculino
1747,3217,4878.671732,Nivel 3 de Recuperacion,50,Masculino
1587,3228,8148.579449,Nivel 3 de Recuperacion,40,Femenino
768,3232,4674.83975,Nivel 3 de Recuperacion,27,Masculino
683,3234,3716.048971,Nivel 3 de Recuperacion,55,Femenino
895,3241,4349.650657,Nivel 3 de Recuperacion,57,Femenino
58,3242,3531.422718,Nivel 3 de Recuperacion,52,Masculino
722,3252,3813.624305,Nivel 3 de Recuperacion,38,Masculino
719,3257,3057.240343,Nivel 3 de Recuperacion,52,Masculino
1179,3265,5353.56679,Nivel 3 de Recuperacion,42,Masculino
622,3266,4769.344816,Nivel 3 de Recuperacion,57,Masculino
437,3269,6547.994867,Nivel 3 de Recuperacion,53,Masculino
1835,3271,4645.918445,Nivel 3 de Recuperacion,55,Femenino
2004,3271,6935.485086,Nivel 3 de Recuperacion,52,Masculino
596,3273,3623.240891,Nivel 3 de Recuperacion,41,Femenino
1716,3275,4880.074255,Nivel 3 de Recuperacion,41,Femenino
209,3276,7111.878825,Nivel 3 de Recuperacion,29,Femenino
163,3282,2627.267599,Nivel 3 de Recuperacion,43,Masculino
436,3282,13056.46864,Nivel 3 de Recuperacion,50,Femenino
358,3285,4100.319964,Nivel 3 de Recuperacion,50,Femenino
817,3289,6650.959131,Nivel 3 de Recuperacion,41,Femenino
832,3291,4297.13969,Nivel 3 de Recuperacion,36,Masculino
424,3301,3759.42427,Nivel 3 de Recuperacion,47,Femenino
1289,3305,5564.131312,Nivel 3 de Recuperacion,59,Femenino
367,3306,4538.213058,Nivel 3 de Recuperacion,49,Masculino
1278,3310,3608.536521,Nivel 3 de Recuperacion,44,Femenino
1425,3318,4452.591143,Nivel 3 de Recuperacion,37,Femenino
857,3325,4015.654622,Nivel 3 de Recuperacion,43,Femenino
1059,3325,5393.31628,Nivel 3 de Recuperacion,49,Femenino
597,3328,3715.426919,Nivel 3 de Recuperacion,47,Femenino
769,3328,4342.59169,Nivel 3 de Recuperacion,52,Masculino
751,3331,3654.034616,Nivel 3 de Recuperacion,44,Masculino
1106,3333,4845.324143,Nivel 3 de Recuperacion,36,Masculino
1327,3334,4136.436706,Nivel 3 de Recuperacion,38,Masculino
1843,3334,5060.324047,Nivel 3 de Recuperacion,59,Masculino
131,3342,6921.937262,Nivel 3 de Recuperacion,48,Femenino
563,3342,3836.864658,Nivel 3 de Recuperacion,56,Femenino
1231,3343,4630.603228,Nivel 3 de Recuperacion,54,Masculino
176,3355,4721.787242,Nivel 3 de Recuperacion,37,Femenino
997,3357,5836.489976,Nivel 3 de Recuperacion,58,Masculino
635,3365,9108.402333,Nivel 3 de Recuperacion,32,Femenino
308,3370,2787.269558,Nivel 3 de Recuperacion,46,Masculino
369,3371,5548.181264,Nivel 3 de Recuperacion,40,Femenino
1724,3379,3678.032898,Nivel 3 de Recuperacion,39,Femenino
1001,3384,3967.193137,Nivel 3 de Recuperacion,54,Masculino
656,3395,7602.924223,Nivel 3 de Recuperacion,39,Masculino
76,3398,3596.565855,Nivel 3 de Recuperacion,23,Masculino
923,3398,5546.108555,Nivel 3 de Recuperacion,41,Femenino
312,3399,6434.873072,Nivel 3 de Recuperacion,32,Femenino
2055,3399,3577.966605,Nivel 3 de Recuperacion,51,Masculino
904,3402,4414.195087,Nivel 3 de Recuperacion,35,Masculino
2024,3404,5561.6339,Nivel 3 de Recuperacion,40,Femenino
2044,3412,8769.163972,Nivel 3 de Recuperacion,48,Masculino
393,3413,4693.852555,Nivel 3 de Recuperacion,37,Femenino
927,3416,6039.570054,Nivel 3 de Recuperacion,43,Femenino
1306,3419,4914.60383,Nivel 3 de Recuperacion,64,Femenino
1680,3421,5941.764461,Nivel 3 de Recuperacion,34,Masculino
644,3425,5662.63398,Nivel 3 de Recuperacion,47,Masculino
1922,3425,8342.64866,Nivel 3 de Recuperacion,40,Femenino
1085,3426,4126.619519,Nivel 3 de Recuperacion,28,Femenino
1646,3427,6362.888664,Nivel 3 de Recuperacion,49,Masculino
566,3429,3563.691052,Nivel 3 de Recuperacion,45,Masculino
992,3429,5386.408703,Nivel 3 de Recuperacion,34,Femenino
811,3434,6097.899484,Nivel 3 de Recuperacion,39,Femenino
147,3436,3344.23366,Nivel 3 de Recuperacion,35,Femenino
686,3442,3184.085734,Nivel 3 de Recuperacion,41,Femenino
2034,3444,4519.028069,Nivel 3 de Recuperacion,53,Masculino
1511,3446,4597.073763,Nivel 3 de Recuperacion,57,Femenino
838,3447,5271.882496,Nivel 3 de Recuperacion,41,Femenino
1518,3460,6234.615558,Nivel 3 de Recuperacion,51,Femenino
29,3468,5222.602221,Nivel 3 de Recuperacion,35,Femenino
53,3470,4712.35279,Nivel 3 de Recuperacion,42,Masculino
1762,3470,5841.830631,Nivel 3 de Recuperacion,39,Masculino
1616,3474,6746.88012,Nivel 3 de Recuperacion,55,Femenino
365,3490,4729.857434,Nivel 3 de Recuperacion,43,Masculino
211,3499,9942.101238,Nivel 3 de Recuperacion,61,Femenino
550,3510,4815.822822,Nivel 3 de Recuperacion,41,Femenino
882,3510,4191.609712,Nivel 3 de Recuperacion,56,Masculino
1660,3512,6014.589691,Nivel 3 de Recuperacion,48,Masculino
1113,3514,6168.792214,Nivel 3 de Recuperacion,52,Masculino
342,3516,2567.642626,Nivel 3 de Recuperacion,40,Femenino
753,3516,4742.274103,Nivel 3 de Recuperacion,60,Masculino
1457,3533,6905.663639,Nivel 3 de Recuperacion,36,Femenino
1439,3534,5640.798253,Nivel 3 de Recuperacion,36,Masculino
434,3536,5569.838391,Nivel 3 de Recuperacion,40,Femenino
889,3537,2803.108635,Nivel 3 de Recuperacion,46,Femenino
1757,3538,5370.014313,Nivel 3 de Recuperacion,47,Femenino
851,3546,7332.82009,Nivel 3 de Recuperacion,59,Femenino
1065,3550,5784.360962,Nivel 3 de Recuperacion,44,Femenino
1697,3554,7541.387181,Nivel 3 de Recuperacion,41,Masculino
368,3556,3641.55699,Nivel 3 de Recuperacion,55,Femenino
616,3559,5865.233384,Nivel 3 de Recuperacion,45,Masculino
452,3563,8951.879894,Nivel 3 de Recuperacion,53,Masculino
1615,3564,5378.069582,Nivel 3 de Recuperacion,59,Masculino
1146,3565,10388.2881,Nivel 3 de Recuperacion,47,Femenino
613,3568,3663.979479,Nivel 3 de Recuperacion,41,Masculino
1566,3570,9713.402587,Nivel 3 de Recuperacion,53,Femenino
1652,3574,5176.30838,Nivel 3 de Recuperacion,59,Femenino
919,3594,4148.848237,Nivel 3 de Recuperacion,40,Femenino
1109,3603,4565.140422,Nivel 3 de Recuperacion,34,Femenino
1490,3604,7218.109756,Nivel 3 de Recuperacion,35,Femenino
235,3606,3546.172236,Nivel 3 de Recuperacion,55,Masculino
353,3608,5057.712637,Nivel 3 de Recuperacion,57,Femenino
439,3612,16519.4867,Nivel 3 de Recuperacion,48,Femenino
1760,3619,5176.81633,Nivel 3 de Recuperacion,42,Femenino
1082,3643,6521.989526,Nivel 3 de Recuperacion,66,Masculino
1281,3647,5610.685258,Nivel 3 de Recuperacion,49,Masculino
1881,3652,8002.152424,Nivel 3 de Recuperacion,56,Femenino
1546,3658,6262.589968,Nivel 3 de Recuperacion,45,Femenino
1145,3660,5001.072309,Nivel 3 de Recuperacion,48,Masculino
431,3666,4140.287636,Nivel 3 de Recuperacion,50,Masculino
1521,3673,7629.626959,Nivel 3 de Recuperacion,50,Masculino
1139,3674,5882.483282,Nivel 3 de Recuperacion,40,Femenino
1987,3677,6894.519279,Nivel 3 de Recuperacion,61,Femenino
804,3684,5833.8466,Nivel 3 de Recuperacion,45,Femenino
119,3689,6148.12855,Nivel 3 de Recuperacion,59,Masculino
662,3692,5098.18369,Nivel 3 de Recuperacion,39,Femenino
1070,3693,6609.474137,Nivel 3 de Recuperacion,59,Masculino
1562,3702,6306.301753,Nivel 3 de Recuperacion,39,Masculino
517,3703,6296.036728,Nivel 3 de Recuperacion,76,Masculino
1445,3705,6816.188228,Nivel 3 de Recuperacion,49,Masculino
1698,3706,5807.779051,Nivel 3 de Recuperacion,52,Masculino
1286,3710,5026.036882,Nivel 3 de Recuperacion,32,Masculino
959,3722,6928.474407,Nivel 3 de Recuperacion,51,Femenino
1853,3723,6017.949704,Nivel 3 de Recuperacion,34,Masculino
433,3734,7770.351703,Nivel 3 de Recuperacion,71,Masculino
280,3739,2867.274886,Nivel 3 de Recuperacion,45,Femenino
1889,3743,4863.702723,Nivel 3 de Recuperacion,45,Femenino
956,3749,6066.419579,Nivel 3 de Recuperacion,41,Masculino
1653,3755,5168.626235,Nivel 3 de Recuperacion,52,Masculino
309,3757,7792.05657,Nivel 3 de Recuperacion,36,Femenino
1820,3768,2029.693193,Nivel 3 de Recuperacion,53,Femenino
1023,3771,5700.211947,Nivel 3 de Recuperacion,41,Femenino
1572,3772,5161.475651,Nivel 3 de Recuperacion,62,Masculino
689,3775,8019.515016,Nivel 3 de Recuperacion,63,Femenino
2053,3775,9719.999402,Nivel 3 de Recuperacion,57,Masculino
1013,3779,6136.459,Nivel 3 de Recuperacion,62,Femenino
1072,3784,5813.196447,Nivel 3 de Recuperacion,61,Masculino
167,3789,7073.308501,Nivel 3 de Recuperacion,42,Masculino
541,3789,5464.742924,Nivel 3 de Recuperacion,65,Femenino
507,3795,6899.846343,Nivel 3 de Recuperacion,62,Masculino
462,3798,6081.231165,Nivel 3 de Recuperacion,45,Femenino
1104,3800,7435.590633,Nivel 3 de Recuperacion,52,Femenino
1165,3800,6317.278326,Nivel 3 de Recuperacion,50,Femenino
39,3818,4076.90718,Nivel 3 de Recuperacion,53,Masculino
37,3826,4674.550992,Nivel 3 de Recuperacion,58,Masculino
928,3835,5523.120371,Nivel 3 de Recuperacion,65,Femenino
1197,3848,8225.967339,Nivel 3 de Recuperacion,46,Femenino
48,3854,4641.614846,Nivel 3 de Recuperacion,49,Femenino
1159,3855,5400.940123,Nivel 3 de Recuperacion,47,Femenino
1371,3857,6897.52067,Nivel 3 de Recuperacion,63,Femenino
1758,3857,5570.066559,Nivel 3 de Recuperacion,50,Masculino
646,3870,8587.046039,Nivel 3 de Recuperacion,66,Masculino
265,3874,8535.882623,Nivel 3 de Recuperacion,46,Femenino
2012,3892,8811.016546,Nivel 3 de Recuperacion,65,Masculino
848,3893,7624.444664,Nivel 3 de Recuperacion,44,Masculino
2051,3901,4446.049014,Nivel 3 de Recuperacion,53,Masculino
1541,3904,9028.249247,Nivel 3 de Recuperacion,48,Masculino
67,3907,3296.466299,Nivel 3 de Recuperacion,60,Femenino
1823,3914,4090.608107,Nivel 3 de Recuperacion,63,Femenino
1722,3916,4682.626973,Nivel 3 de Recuperacion,54,Masculino
847,3923,5999.527312,Nivel 3 de Recuperacion,59,Femenino
1368,3923,5757.685073,Nivel 3 de Recuperacion,50,Masculino
545,3931,6123.334085,Nivel 3 de Recuperacion,45,Masculino
1166,3933,5262.055214,Nivel 3 de Recuperacion,47,Femenino
373,3937,10324.43118,Nivel 3 de Recuperacion,70,Femenino
1299,3942,7590.89055,Nivel 3 de Recuperacion,67,Masculino
347,3945,5040.117429,Nivel 3 de Recuperacion,40,Femenino
339,3946,4907.467606,Nivel 3 de Recuperacion,53,Masculino
160,3968,12346.63659,Nivel 3 de Recuperacion,63,Masculino
69,3972,4289.324209,Nivel 3 de Recuperacion,58,Masculino
1595,3973,10282.49931,Nivel 3 de Recuperacion,64,Masculino
1522,3982,5453.999183,Nivel 3 de Recuperacion,45,Masculino
1349,3986,5424.698949,Nivel 3 de Recuperacion,57,Masculino
1678,3992,6367.153632,Nivel 3 de Recuperacion,71,Masculino
143,4001,1921.107323,Nivel 3 de Recuperacion,62,Masculino
1215,4006,8649.806664,Nivel 3 de Recuperacion,36,Femenino
1725,4009,5316.579525,Nivel 3 de Recuperacion,45,Femenino
1657,4010,5617.471857,Nivel 3 de Recuperacion,69,Masculino
1714,4013,5767.138753,Nivel 3 de Recuperacion,50,Femenino
89,4015,4010.573254,Nivel 3 de Recuperacion,47,Femenino
891,4020,4875.845999,Nivel 3 de Recuperacion,47,Femenino
1009,4031,4928.116321,Nivel 3 de Recuperacion,61,Masculino
843,4034,6698.395899,Nivel 3 de Recuperacion,56,Masculino
526,4039,5078.045066,Nivel 3 de Recuperacion,60,Femenino
1459,4048,6520.398791,Nivel 3 de Recuperacion,52,Femenino
430,4050,6255.654868,Nivel 3 de Recuperacion,61,Masculino
1081,4054,5890.930056,Nivel 3 de Recuperacion,47,Femenino
1320,4056,7469.625872,Nivel 3 de Recuperacion,42,Masculino
925,4060,3042.451638,Nivel 3 de Recuperacion,41,Femenino
1140,4067,5804.582653,Nivel 3 de Recuperacion,59,Masculino
752,4068,4879.313831,Nivel 3 de Recuperacion,57,Masculino
784,4069,7292.12355,Nivel 3 de Recuperacion,60,Masculino
1358,4091,8695.481873,Nivel 3 de Recuperacion,48,Masculino
551,4096,6527.360327,Nivel 3 de Recuperacion,50,Femenino
1240,4096,5921.575424,Nivel 3 de Recuperacion,41,Femenino
1270,4098,8013.546367,Nivel 3 de Recuperacion,50,Femenino
1133,4101,7119.418395,Nivel 3 de Recuperacion,46,Femenino
1265,4113,4625.637705,Nivel 3 de Recuperacion,53,Masculino
1948,4123,5848.889643,Nivel 3 de Recuperacion,50,Masculino
407,4131,4476.308739,Nivel 3 de Recuperacion,48,Femenino
585,4142,3934.627472,Nivel 3 de Recuperacion,51,Femenino
1658,4154,6332.017334,Nivel 3 de Recuperacion,60,Masculino
47,4155,5036.506473,Nivel 3 de Recuperacion,55,Femenino
1192,4164,9266.182873,Nivel 3 de Recuperacion,45,Femenino
601,4169,5099.777052,Nivel 3 de Recuperacion,49,Femenino
405,4170,4985.7428,Nivel 3 de Recuperacion,65,Femenino
1058,4177,6510.349075,Nivel 3 de Recuperacion,40,Femenino
414,4178,4695.172026,Nivel 3 de Recuperacion,49,Masculino
73,4183,3950.581089,Nivel 3 de Recuperacion,46,Masculino
845,4185,4763.590353,Nivel 3 de Recuperacion,46,Femenino
1399,4200,11155.70168,Nivel 3 de Recuperacion,57,Masculino
846,4202,6065.200891,Nivel 3 de Recuperacion,57,Femenino
1582,4207,6647.821991,Nivel 3 de Recuperacion,54,Femenino
306,4216,9429.740917,Nivel 3 de Recuperacion,41,Femenino
456,4221,5398.91217,Nivel 3 de Recuperacion,59,Femenino
1187,4226,8446.323369,Nivel 3 de Recuperacion,64,Masculino
650,4228,6251.730615,Nivel 3 de Recuperacion,47,Femenino
1703,4236,8507.685335,Nivel 3 de Recuperacion,51,Masculino
1148,4239,5193.942819,Nivel 3 de Recuperacion,62,Femenino
117,4248,6859.867733,Nivel 3 de Recuperacion,71,Masculino
1584,4264,6680.779376,Nivel 3 de Recuperacion,58,Masculino
638,4271,6303.05478,Nivel 3 de Recuperacion,59,Femenino
1314,4289,8518.829396,Nivel 3 de Recuperacion,71,Masculino
1935,4291,9356.450421,Nivel 3 de Recuperacion,53,Masculino
399,4293,8299.216631,Nivel 3 de Recuperacion,55,Femenino
1565,4301,12356.88454,Nivel 3 de Recuperacion,54,Femenino
982,4309,7724.801693,Nivel 3 de Recuperacion,76,Masculino
1852,4322,5973.844816,Nivel 3 de Recuperacion,63,Femenino
113,4361,7121.513028,Nivel 3 de Recuperacion,47,Masculino
771,4388,4936.357207,Nivel 3 de Recuperacion,68,Masculino
1672,4397,6238.72204,Nivel 3 de Recuperacion,71,Masculino
1454,4403,7086.114242,Nivel 3 de Recuperacion,57,Masculino
1136,4439,6220.60016,Nivel 3 de Recuperacion,55,Masculino
1574,4441,6330.150989,Nivel 3 de Recuperacion,69,Masculino
27,4445,5605.396961,Nivel 3 de Recuperacion,58,Masculino
606,4450,7141.877388,Nivel 3 de Recuperacion,46,Masculino
869,4455,6324.618285,Nivel 3 de Recuperacion,49,Femenino
1802,4466,7373.250262,Nivel 3 de Recuperacion,62,Femenino
1636,4495,7060.12032,Nivel 3 de Recuperacion,47,Masculino
1074,4502,7718.683076,Nivel 3 de Recuperacion,47,Masculino
902,4511,4510.46404,Nivel 3 de Recuperacion,54,Femenino
1181,4514,7244.973384,Nivel 3 de Recuperacion,63,Masculino
1784,4514,6243.916639,Nivel 3 de Recuperacion,75,Masculino
1032,4552,7442.758937,Nivel 3 de Recuperacion,78,Masculino
258,4556,26205.32679,Nivel 3 de Recuperacion,57,Femenino
275,4568,6269.773999,Nivel 3 de Recuperacion,61,Masculino
2018,4577,8404.740562,Nivel 3 de Recuperacion,60,Masculino
1186,4584,7794.838224,Nivel 3 de Recuperacion,64,Femenino
1430,4586,6737.709108,Nivel 3 de Recuperacion,51,Femenino
641,4599,5902.63027,Nivel 3 de Recuperacion,57,Femenino
1605,4604,8699.730699,Nivel 3 de Recuperacion,43,Femenino
55,4613,12814.17368,Nivel 3 de Recuperacion,63,Masculino
1473,4615,10376.56411,Nivel 3 de Recuperacion,49,Femenino
1413,4624,6407.73498,Nivel 3 de Recuperacion,55,Masculino
390,4642,5475.223468,Nivel 3 de Recuperacion,39,Masculino
628,4655,6589.245326,Nivel 3 de Recuperacion,76,Masculino
1797,4660,6152.108886,Nivel 3 de Recuperacion,74,Masculino
984,4672,6962.109275,Nivel 3 de Recuperacion,61,Femenino
1790,4684,7481.11729,Nivel 3 de Recuperacion,64,Femenino
1031,4690,6697.774811,Nivel 3 de Recuperacion,52,Femenino
571,4692,8948.851545,Nivel 3 de Recuperacion,42,Femenino
702,4693,7094.940159,Nivel 3 de Recuperacion,42,Masculino
1035,4697,10004.12444,Nivel 3 de Recuperacion,43,Femenino
1317,4701,6154.080189,Nivel 3 de Recuperacion,43,Femenino
1054,4708,7077.138391,Nivel 3 de Recuperacion,66,Femenino
260,4711,7422.462849,Nivel 3 de Recuperacion,69,Femenino
1018,4712,6255.176841,Nivel 3 de Recuperacion,47,Femenino
1379,4714,8793.440705,Nivel 3 de Recuperacion,75,Femenino
1007,4720,7055.688766,Nivel 3 de Recuperacion,60,Femenino
1366,4723,6409.352646,Nivel 3 de Recuperacion,70,Masculino
1885,4728,15737.89432,Nivel 3 de Recuperacion,63,Femenino
272,4744,6142.97746,Nivel 3 de Recuperacion,80,Masculino
281,4757,6421.827494,Nivel 3 de Recuperacion,64,Femenino
1171,4769,10549.05583,Nivel 3 de Recuperacion,61,Masculino
216,4774,29831.50666,Nivel 3 de Recuperacion,60,Femenino
1579,4776,7021.328219,Nivel 3 de Recuperacion,56,Masculino
1516,4778,7429.167841,Nivel 3 de Recuperacion,45,Femenino
376,4789,8213.079814,Nivel 3 de Recuperacion,61,Femenino
962,4790,7729.93182,Nivel 3 de Recuperacion,46,Masculino
942,4793,9443.236581,Nivel 3 de Recuperacion,64,Masculino
1335,4793,5412.67678,Nivel 3 de Recuperacion,77,Femenino
1513,4807,10840.01915,Nivel 3 de Recuperacion,70,Masculino
1027,4810,12768.23346,Nivel 3 de Recuperacion,75,Masculino
1846,4810,8585.339245,Nivel 3 de Recuperacion,55,Femenino
1647,4811,6549.321264,Nivel 3 de Recuperacion,59,Femenino
420,4839,7378.827405,Nivel 3 de Recuperacion,49,Masculino
993,4862,4758.065918,Nivel 3 de Recuperacion,53,Masculino
458,4878,7049.801522,Nivel 3 de Recuperacion,76,Femenino
1050,4884,9973.384842,Nivel 3 de Recuperacion,56,Masculino
1230,4897,7687.168895,Nivel 3 de Recuperacion,56,Femenino
1380,4933,6981.60601,Nivel 3 de Recuperacion,64,Femenino
1071,4936,8704.052259,Nivel 3 de Recuperacion,54,Masculino
1283,4937,4808.34515,Nivel 3 de Recuperacion,61,Femenino
968,4938,10069.98264,Nivel 3 de Recuperacion,61,Femenino
2032,4942,11279.63079,Nivel 3 de Recuperacion,58,Masculino
909,4944,6152.816521,Nivel 3 de Recuperacion,63,Femenino
270,4962,19642.33657,Nivel 3 de Recuperacion,50,Femenino
328,4970,7764.76372,Nivel 3 de Recuperacion,65,Femenino
1029,4973,7154.379499,Nivel 3 de Recuperacion,58,Masculino
1041,4973,8839.474328,Nivel 3 de Recuperacion,54,Femenino
1124,4986,10433.46958,Nivel 3 de Recuperacion,63,Masculino
2027,4987,13630.58167,Nivel 3 de Recuperacion,50,Femenino
1078,5008,7192.934912,Nivel 4 de Recuperacion,63,Masculino
573,5010,5225.797742,Nivel 4 de Recuperacion,63,Masculino
678,5014,11043.13498,Nivel 4 de Recuperacion,62,Femenino
1258,5021,9537.151946,Nivel 4 de Recuperacion,73,Masculino
890,5030,7225.846365,Nivel 4 de Recuperacion,64,Masculino
465,5037,7275.536069,Nivel 4 de Recuperacion,43,Masculino
941,5038,11942.36472,Nivel 4 de Recuperacion,76,Masculino
377,5039,6999.505454,Nivel 4 de Recuperacion,56,Masculino
645,5059,7097.886779,Nivel 4 de Recuperacion,62,Masculino
327,5063,8139.156234,Nivel 4 de Recuperacion,43,Femenino
908,5063,5008.424615,Nivel 4 de Recuperacion,59,Femenino
1369,5074,9004.64149,Nivel 4 de Recuperacion,71,Masculino
1974,5074,10352.21643,Nivel 4 de Recuperacion,57,Femenino
290,5078,6915.924067,Nivel 4 de Recuperacion,70,Femenino
833,5094,8480.642875,Nivel 4 de Recuperacion,58,Femenino
326,5110,9699.017852,Nivel 4 de Recuperacion,54,Masculino
592,5133,5525.824728,Nivel 4 de Recuperacion,78,Femenino
1024,5135,8036.323419,Nivel 4 de Recuperacion,74,Masculino
65,5147,5386.810455,Nivel 4 de Recuperacion,59,Masculino
1911,5147,7319.596554,Nivel 4 de Recuperacion,69,Masculino
1460,5159,6727.751203,Nivel 4 de Recuperacion,73,Masculino
2040,5159,13248.46865,Nivel 4 de Recuperacion,68,Masculino
384,5165,7387.410602,Nivel 4 de Recuperacion,46,Femenino
758,5180,7191.446634,Nivel 4 de Recuperacion,81,Masculino
41,5181,12433.87108,Nivel 4 de Recuperacion,60,Femenino
1207,5187,6260.329122,Nivel 4 de Recuperacion,71,Masculino
1520,5191,9383.825198,Nivel 4 de Recuperacion,74,Femenino
991,5194,6691.915219,Nivel 4 de Recuperacion,54,Femenino
649,5218,10148.20694,Nivel 4 de Recuperacion,58,Masculino
75,5219,5663.306456,Nivel 4 de Recuperacion,33,Femenino
1173,5219,7092.159734,Nivel 4 de Recuperacion,54,Femenino
1312,5226,5396.089245,Nivel 4 de Recuperacion,62,Masculino
1250,5234,9928.279875,Nivel 4 de Recuperacion,65,Femenino
921,5246,4269.715572,Nivel 4 de Recuperacion,68,Femenino
438,5273,14959.3639,Nivel 4 de Recuperacion,60,Femenino
1141,5279,5006.927507,Nivel 4 de Recuperacion,66,Femenino
2037,5283,7645.470407,Nivel 4 de Recuperacion,63,Masculino
427,5284,8056.280452,Nivel 4 de Recuperacion,43,Femenino
1375,5294,8059.55634,Nivel 4 de Recuperacion,74,Femenino
1262,5307,9751.577882,Nivel 4 de Recuperacion,53,Femenino
863,5325,7690.213652,Nivel 4 de Recuperacion,48,Femenino
617,5345,29827.01222,Nivel 4 de Recuperacion,66,Femenino
1057,5348,8964.430807,Nivel 4 de Recuperacion,65,Femenino
385,5375,8742.750191,Nivel 4 de Recuperacion,72,Femenino
261,5380,9046.421123,Nivel 4 de Recuperacion,77,Masculino
676,5388,7508.006123,Nivel 4 de Recuperacion,69,Masculino
1118,5391,8544.550685,Nivel 4 de Recuperacion,73,Femenino
64,5397,7240.125924,Nivel 4 de Recuperacion,78,Femenino
268,5409,17173.88459,Nivel 4 de Recuperacion,70,Femenino
319,5411,10856.08808,Nivel 4 de Recuperacion,53,Femenino
1484,5411,13415.88052,Nivel 4 de Recuperacion,69,Femenino
1736,5421,6888.386408,Nivel 4 de Recuperacion,69,Masculino
315,5458,9934.513393,Nivel 4 de Recuperacion,58,Femenino
714,5459,9215.234594,Nivel 4 de Recuperacion,63,Masculino
787,5459,8206.134654,Nivel 4 de Recuperacion,67,Masculino
332,5460,12056.55121,Nivel 4 de Recuperacion,57,Femenino
755,5477,6557.952827,Nivel 4 de Recuperacion,66,Masculino
1298,5490,5850.437628,Nivel 4 de Recuperacion,72,Femenino
366,5500,8343.000372,Nivel 4 de Recuperacion,74,Masculino
187,5504,7767.461198,Nivel 4 de Recuperacion,71,Masculino
1531,5507,11535.60825,Nivel 4 de Recuperacion,64,Masculino
829,5510,6425.4506,Nivel 4 de Recuperacion,83,Masculino
1593,5518,11821.47558,Nivel 4 de Recuperacion,59,Femenino
940,5526,9238.578231,Nivel 4 de Recuperacion,74,Femenino
917,5527,7316.429588,Nivel 4 de Recuperacion,84,Masculino
